node,in_degree,pagerank
40981798,268,0.0052553648496503225
43003845,252,0.003978104887299646
115485051,113,0.003806882588706098
783214,87,0.0038040328821883664
34428380,242,0.003474305893886223
22462180,241,0.003424740170649999
7861312,166,0.0033408952401043223
15666380,129,0.0032022138075099627
17874544,17,0.002950218782014903
11348282,95,0.002915884430700232
14326533,21,0.002748259812604816
6253282,10,0.0026311502935314483
14464369,60,0.0025235706557526667
14303746,52,0.0024884878662368186
15901190,28,0.0023557895903635567
3359851,124,0.002316777853194796
27633075,111,0.002244438424150728
18393773,90,0.0021957937490610243
31331740,112,0.002179786166392163
18713254,50,0.0021677450495945954
133055665,93,0.002147785503063048
15439395,71,0.002142955949449526
8088112,101,0.0021056084161366504
17868918,110,0.0020387178243513613
48485771,131,0.001959517088545096
17759158,53,0.0019581522439013487
17093617,88,0.0019575765394051472
19725644,109,0.001952203038944369
117674417,99,0.001743148473920508
15913,104,0.0017374170345695972
63485337,45,0.0016858802843748297
10228272,72,0.0016409982552288806
1183041,83,0.0016256721691670258
18948541,29,0.0016186118749318443
25970331,58,0.0016049188589263971
18996905,118,0.0015955324725133212
14575107,120,0.0015514200648240463
15962096,42,0.0014776092017978937
14824849,69,0.0014458061492672266
5442012,124,0.0014443626226044262
15485441,45,0.001431158332880478
10350,60,0.0014309586892288196
18825961,34,0.0014156814204760609
3829151,50,0.0013912493465095457
31353077,64,0.001363904220448544
27855118,79,0.0013470660912276097
25027806,29,0.0013443592179404372
7081402,65,0.0013337648421133104
61853389,78,0.0013227158619007599
3004231,40,0.0013167917038878739
19784831,135,0.0012976096222905224
16929349,104,0.001295934638199923
20436059,61,0.0012919329109387203
15460081,53,0.0012885094144560168
104989762,42,0.0012848366213441694
24741685,17,0.001277282779620078
14803701,33,0.0012740334389258314
18927441,107,0.001272037039543049
2367911,73,0.0012678033900652079
28420827,53,0.0012651835641243757
20536157,53,0.001239047141799157
121258930,108,0.001234448823690589
48459607,38,0.0012127814271289238
9917552,94,0.001210624900337988
30364057,46,0.0012088562756547465
50393960,52,0.0012021068590290908
991221,67,0.001201898377510457
59414975,69,0.0011993155951968142
14681605,56,0.001191890598666539
213969309,50,0.0011917744872560487
19546942,127,0.0011854799727358852
23440052,53,0.0011810530672575988
34507480,37,0.001179251339630602
16038438,111,0.0011717650033948321
4620451,85,0.0011653146328107409
29514951,33,0.001162263140763378
14925700,46,0.0011617089880179014
19923638,128,0.0011562731347344066
146155608,102,0.00114326963740731
22440364,42,0.0011374923505153697
17696167,41,0.0011343612088668884
107017176,17,0.0010971053277605484
103130238,56,0.0010917766842886473
175624200,33,0.0010858091291032033
1879831,125,0.0010845135118844982
116036694,96,0.0010793746624421252
19697415,41,0.0010778295813336524
21158690,85,0.0010677525065767679
144040563,63,0.0010674653675125834
16098603,87,0.0010651363404068934
22027186,41,0.0010642793676563646
20747847,98,0.0010599734332435542
76774950,12,0.0010552153076060504
22592948,40,0.001055024276986063
10671602,58,0.001054598804497147
14506253,35,0.0010454301244185195
14647570,84,0.001045288966102614
20177423,109,0.001040404318042888
6480682,40,0.0010402631728426083
111215825,6,0.0010377257642286513
17681513,56,0.0010242920752513082
14791162,115,0.001020807116020847
813286,50,0.0010172597912449766
24585498,34,0.001012763337640752
126146818,40,0.0010125679951328455
14677919,30,0.0010043095023392538
151338729,103,0.000996205551529177
21436960,81,0.0009933634911598467
27772095,37,0.0009908342376921315
17019152,13,0.0009897516857476465
30704824,102,0.0009766951865669725
6480652,37,0.000974834850366252
24742040,75,0.0009730688028771645
14425825,32,0.0009702274302574996
15933910,118,0.0009700608978637604
309366491,96,0.0009642556742738254
11178672,38,0.0009566011902363205
37008705,42,0.0009522712783850888
30313925,39,0.0009437501413330888
24447643,30,0.0009420496622050132
14208611,54,0.0009366596555084129
19802879,60,0.0009363392018189906
21982720,38,0.0009349981008007203
26235265,35,0.0009339511628778047
114729566,39,0.0009327750916172966
382560919,37,0.0009296247239999151
1116721,54,0.000929613832996469
28521141,35,0.0009184778838661383
18023140,63,0.000912542199883616
972651,19,0.0009074846973422124
9973842,35,0.0009071635054321087
15091978,36,0.0008997951295152607
24278900,25,0.0008899909785582174
15520280,50,0.0008868268600731383
17140787,40,0.000886611838072171
290097288,34,0.0008862647595757128
294198566,54,0.0008828739973236254
16303106,50,0.0008824254598990777
82030021,38,0.0008816994540157722
21447363,36,0.0008802099711832563
21401466,110,0.000877702007946124
21915666,46,0.0008761362161702833
259379883,23,0.000875961807852667
15234407,67,0.0008680161679185397
314316607,80,0.0008671387645145191
18020120,47,0.0008641045763105807
90420314,30,0.0008639301800465188
19928703,47,0.0008590315048241903
14589257,68,0.0008523536087907968
17627996,9,0.0008500270728961252
50374439,28,0.0008458400584782435
37699718,44,0.0008453707380396881
105189289,100,0.0008424944515066905
1044591,48,0.0008416111408241603
15575251,60,0.0008413123293450231
96829836,21,0.0008397357782015841
69592091,92,0.0008385071384187462
79797834,27,0.0008370805772161367
19358562,80,0.0008345598323940733
8295072,58,0.0008339187565646854
40101400,9,0.0008334165522107266
83943787,110,0.0008297782159297089
48773664,24,0.0008265098873587345
55656369,11,0.0008257494764629928
43952326,98,0.0008201341631866454
139162440,21,0.0008198063924833584
465973,27,0.0008191721752759439
44039298,24,0.0008155413109392788
36629388,80,0.0008102163724016154
24599923,90,0.0008081654685458346
23272358,65,0.0008080010278921594
116757352,45,0.0008079353565706252
43170475,51,0.0008075760497653844
65589378,40,0.0008069270532846824
15234657,30,0.0008051764833413539
29123186,87,0.000803440356956378
19493072,98,0.0008021216237929904
24190981,97,0.0008007598319119914
239760107,20,0.0008006596794170224
23027237,31,0.0008006371999475419
149726145,23,0.0008002012331863425
37291805,54,0.0007971080694923426
28889701,11,0.0007962899411038932
16139649,27,0.0007949469865450139
18742444,61,0.0007921523153591123
121533789,90,0.0007877997281441706
207936757,24,0.0007869272733216881
157652825,21,0.0007862386099045197
14074515,24,0.000782571165237306
28465635,101,0.0007770556744540605
20065440,59,0.0007728669684419153
1048661,45,0.0007700908407356643
6581292,45,0.000769272852773007
35831704,16,0.0007672840220962459
24942585,46,0.0007655111878115603
16302651,34,0.0007654032732108135
14615871,35,0.0007648198962029189
58462957,95,0.0007645364573056303
17105214,41,0.0007614732163143905
187773078,98,0.0007557150913079266
16126957,39,0.0007544789176792228
259842341,89,0.0007543064427471057
390455433,7,0.000754235415757392
207878118,7,0.000754235415757392
34747631,20,0.0007511942520329107
16894839,52,0.0007507543592062239
28471924,65,0.0007502029153078424
657863,6,0.0007494834879995192
34226086,17,0.000748638260791951
1045141,44,0.0007485784471297113
20050047,49,0.0007459238185870271
104203233,23,0.0007453926805494058
1435461,64,0.0007439042528078158
23483324,9,0.0007437474522065257
195475105,91,0.0007436605501106183
101859065,27,0.0007426430874243575
756278,37,0.0007423480083186604
270449528,89,0.0007411912192476226
15154217,46,0.0007404347047475121
22412950,33,0.000740412467653673
26280712,63,0.0007393240566599899
114115460,46,0.0007388230069767192
23561980,17,0.0007362250380323461
77888423,12,0.0007358880979655798
7092102,88,0.0007334103977083597
468094034,11,0.0007308143757863027
19660870,71,0.000727995919038358
131601987,39,0.0007261968711268833
15143478,31,0.0007242009439000983
20273398,70,0.0007232675785359391
110756260,34,0.0007228662018329623
73206956,28,0.0007219947788765828
23057107,7,0.0007211388832366069
7098022,29,0.0007202882978837514
83876527,29,0.0007185449243414711
2172,54,0.0007158623795470982
15888142,43,0.0007154242141819566
678953,40,0.0007116031188713451
1268821,36,0.0007113312676257611
1118781,47,0.0007113223579105285
1047451,44,0.0007091435881782521
263723790,18,0.0007080960442808853
1269251,42,0.0007078284817257189
14934818,95,0.0007077681725115372
184647530,5,0.000707573890373432
1715051,23,0.0007072032016057921
15134782,38,0.0007066030500322525
525208028,20,0.0007048626812452756
20106337,7,0.0007032289396116109
1043241,45,0.000700329419906452
18228898,17,0.0006995884362847287
123371682,81,0.0006963215026678087
14269220,19,0.0006950252782134598
24871896,38,0.0006943728887836447
17850012,37,0.0006942008183344573
28165335,18,0.0006941668397233529
56169454,22,0.0006911697737847228
254839786,86,0.0006897582333632744
56860418,82,0.0006896481021595169
1564371,48,0.0006890673505296159
25473689,56,0.0006888809394167279
15643370,29,0.0006880557363398821
19780355,51,0.0006876838491191175
14685759,84,0.0006876636111711761
18142375,26,0.0006860504402386473
507672047,31,0.0006798588280159455
189376144,9,0.0006797610253716353
39839316,84,0.0006797013468459559
46073276,22,0.0006773923482741585
23135992,36,0.0006769281080503909
204140367,78,0.0006728263603262721
115044590,31,0.0006722019587826873
116994659,17,0.0006682200547682912
20747741,61,0.0006679512392442549
14622632,30,0.0006678330514317586
117778179,20,0.0006661276313876816
16252002,33,0.0006655581650429473
18498684,40,0.0006648705444474048
294430454,71,0.0006647089007826944
189898898,75,0.0006629161510640986
26143624,44,0.0006592025145665725
33852508,20,0.0006589759929738373
109702885,67,0.0006567449613326547
103598216,76,0.0006567006045710845
15102849,33,0.0006549345604799628
1117341,40,0.0006545915183764699
158419434,84,0.0006545032622280737
42164376,47,0.0006526357482619642
16908436,30,0.0006522171454252992
17174309,14,0.000652127822632958
41232746,35,0.0006517005855029988
20477352,33,0.0006511384051320095
27702153,9,0.0006484653591381543
16186743,51,0.0006483221244993148
18953266,32,0.0006473991657306522
48436234,5,0.0006467777749167862
19346439,23,0.0006445293796561288
24595743,30,0.0006430331531913017
130340054,9,0.0006430203722518586
108247668,29,0.0006427993491054959
18874097,21,0.0006425740506845613
9921142,41,0.0006422045461482125
20506424,84,0.0006413438835540651
111280097,28,0.0006409726076373356
15172810,56,0.0006399025002484913
23832022,23,0.0006396940649738782
34947001,66,0.0006390033137492133
141598384,72,0.0006368356719424928
153226312,80,0.0006367803637659738
6550132,31,0.0006361879125111366
14190551,25,0.0006335978620699436
31676365,16,0.0006309512971167161
14983833,59,0.0006295467220949671
26985345,23,0.0006284591210432125
10971502,31,0.0006281718946462029
17384099,53,0.0006280798796949458
22721166,45,0.000627844978272625
261447035,23,0.000626500230548212
9275742,26,0.0006258091532004608
15670515,13,0.0006242477038450967
82978967,3,0.0006211261174930399
221185711,41,0.000619270157895939
21278412,23,0.000619225293790586
14050306,3,0.0006188530148804208
263352652,7,0.000617551016028396
16589206,11,0.0006171242223647186
15661871,32,0.0006149958216473858
98942778,73,0.0006138458244438138
157829215,84,0.0006112302985551182
22461427,33,0.0006110740600118578
84043660,58,0.00061103530408867
133929572,9,0.0006083204686863188
107381955,9,0.0006083204686863187
14936377,45,0.0006083116167948734
1270191,4,0.0006064048654941001
46209291,84,0.0006051969780393958
20880546,50,0.0006049233165391819
71273952,16,0.0006047946928505289
20196258,21,0.0006037491972275229
37046756,59,0.0006035936590773643
21200516,41,0.0006027398083045845
61040299,7,0.0006008136893615582
149538028,75,0.0006002099259621183
26053643,23,0.0005976300377312988
61040833,6,0.000597360791424984
14192988,6,0.0005971161133390943
4893411,16,0.0005969474125559369
59557446,8,0.0005963238713703779
35664799,51,0.0005946640788176348
14551276,23,0.0005938156439455905
239172505,42,0.0005936951294620713
16580226,17,0.0005932431997365797
62050341,59,0.000592568215120276
17293897,11,0.000590764145646087
7702232,59,0.000590753992776807
18021210,44,0.0005901874280367954
20950208,28,0.0005900225542865756
18194898,17,0.0005899528611409661
30855079,42,0.000589857240451237
119405380,33,0.000589704502833636
43166813,14,0.0005894458354746277
225235528,10,0.0005891873982226383
43626328,44,0.0005891591248240636
53047484,40,0.000589100130675625
15110431,48,0.0005885882261696577
16446695,3,0.0005871834201650211
13434622,81,0.0005854677344765076
206923844,69,0.0005848092621495973
21208444,78,0.0005847446310716925
13018112,78,0.0005840035204688681
19658826,39,0.0005819841480017096
14807898,44,0.0005818412584753179
16464746,43,0.0005803271846003547
66185823,43,0.0005793343362286216
8163442,39,0.0005791358207092329
29247964,72,0.000577008268296015
276706356,83,0.0005764190652048009
19279990,23,0.0005756274332148568
112508240,24,0.0005750247022198057
100844057,7,0.0005749950275323812
46423291,47,0.000574440501393197
50115087,15,0.0005743113485933627
23375688,32,0.00057340650629121
36686415,26,0.0005725086997408022
71876190,18,0.0005724922384062409
331908924,3,0.0005716170301608606
85891683,6,0.0005712324474824198
28960709,47,0.0005692885933124002
19383317,21,0.000569031632626135
26929220,82,0.0005685978032019735
59624844,77,0.0005685659547600377
49391820,31,0.000568311491998601
62581962,26,0.0005669792718140835
18183592,31,0.0005663976122784704
12611642,34,0.0005662098233137522
28149277,17,0.000565459047605594
109622555,6,0.0005645003789917485
3253671,10,0.0005644358680445714
15395727,3,0.0005643879839666243
20661527,37,0.000564192389924408
16674726,52,0.0005638222127961068
29840423,1,0.0005634582858450394
42989161,2,0.0005622674996120393
1468951,38,0.0005621267444284559
461410856,74,0.0005618122840385351
25026165,57,0.0005611265289329373
15343773,28,0.0005606342972630326
15584619,41,0.000560167899806336
60654735,39,0.0005601672945252262
15934926,90,0.0005599923307827272
37710752,30,0.0005596324975851161
105106802,39,0.0005592891993149035
204317520,76,0.000558928817825161
93905958,25,0.0005587805924155928
17940246,28,0.0005579999488558347
14133970,27,0.0005577518642975531
25071725,5,0.0005571738951873896
18626783,15,0.0005561039078198884
148497957,40,0.0005537374800558297
78502161,27,0.0005533945635678543
78977078,38,0.0005528745695873883
170460311,21,0.0005527320864676549
34771668,48,0.0005520119028384944
25540290,14,0.000551634565444054
20027082,36,0.0005514137822053857
51421542,36,0.0005512653189929984
22139698,45,0.0005510057129336281
11928542,35,0.0005503629591003403
307458983,70,0.0005500426829033947
362286999,25,0.0005499473364173744
131613362,71,0.0005497419063942831
20060293,16,0.0005489881294130545
14085096,21,0.0005477101213911402
31119337,52,0.0005472643968709986
9952802,34,0.0005458592491901533
107830991,63,0.000545427602757901
34868965,24,0.0005437862908722513
111164068,16,0.0005427965295831482
1294741,22,0.0005414906811742102
14203936,75,0.0005400952527804841
131490551,28,0.0005390468543941425
407977463,20,0.0005390023919892352
203827751,16,0.0005389967084805424
119659524,21,0.0005382070278407396
29287875,24,0.0005375759787377952
58309829,26,0.000537520909746534
225444667,58,0.0005365493308074547
237845487,15,0.0005362879073984596
15519544,14,0.0005349504735556288
38441030,53,0.0005346317455440758
380580781,53,0.0005340978003559717
15165493,39,0.0005328411847067278
28202547,58,0.00053145792968052
274153775,76,0.0005309288703455788
15473413,30,0.0005305917770589058
15473958,40,0.0005304964574473606
130897520,58,0.0005300669856915822
5380672,26,0.0005297682535070746
116952434,57,0.0005293428024853006
37977732,19,0.0005288022149328151
16624180,25,0.0005273820304660592
18951737,45,0.000526493888865994
72818790,61,0.0005260383886926442
16157577,15,0.0005257671154669252
16786977,37,0.0005254444175102837
43849871,21,0.0005252925679504687
42047882,42,0.0005249871797840013
46241448,19,0.0005232383619615697
18009781,15,0.0005228582178645048
155976326,39,0.0005221797201186
1452261,32,0.0005217610752992574
33473521,12,0.000521528801952033
17116707,66,0.0005213849102322393
166905249,36,0.0005198781587052781
24166202,9,0.0005197146629856173
22397455,26,0.0005190437497430921
179644633,9,0.0005182476048165884
14091091,32,0.0005179891999154383
21548772,36,0.0005176381493666818
280935165,69,0.0005170583911233968
14683518,10,0.0005166116071371121
93750955,8,0.0005163339643626843
58113278,49,0.0005159102062334697
14261617,47,0.0005150738691905769
14180231,66,0.0005146169626091523
308324295,56,0.0005145891566978153
14106930,34,0.0005131573305767543
22556717,15,0.0005122299245627962
20271494,15,0.0005104743607093539
215824411,7,0.0005099806523108154
17909306,87,0.0005095687116452275
31080039,14,0.0005094051405641071
8131122,8,0.0005091642535953379
176872879,11,0.0005085508720082962
465638609,1,0.0005085141218698687
4219131,19,0.0005084201259696399
17469289,44,0.0005074381891495312
39812424,22,0.0005073699513575921
5515802,29,0.0005068333164840122
1194401,42,0.0005066127441101067
363426409,52,0.0005065026164250002
19028615,57,0.0005064246578715065
55033682,26,0.0005061647845816144
7453822,25,0.0005058434429132514
23484510,5,0.0005054953117451514
304679484,21,0.0005047447358318204
21146135,24,0.0005046665687881349
20471349,56,0.0005044597337183102
127973392,56,0.0005042813381348972
19568471,59,0.000502180729297426
23083404,15,0.0005008113842112029
17480797,48,0.0005000180644869893
11726932,30,0.0004996747169743493
33612973,19,0.0004996679751936571
335369838,13,0.0004993329616312095
9917652,47,0.0004978613900289364
50339952,28,0.0004967023772361699
1044771,32,0.0004966772873507287
19767193,45,0.0004952688642141286
18569484,43,0.000495260875069111
41183891,35,0.0004946214122235605
21581503,39,0.000493858490250897
38740909,42,0.0004932765389959865
31351370,15,0.0004926628498539882
318967677,33,0.0004923176206738209
81704742,56,0.0004909075042955957
16151999,2,0.0004895757429007566
43736146,15,0.0004891010690277836
20464600,34,0.0004886063817498659
78669790,27,0.00048787673834403325
31453604,44,0.00048733453763608037
22705686,53,0.00048729019645643844
14780915,11,0.0004869980242105128
24948659,46,0.00048589502451840057
16150457,15,0.0004855337330613272
15222083,24,0.0004849605539403749
14503124,36,0.0004848387988748179
22784458,16,0.000483624720966253
20479813,19,0.00048354211223362674
439788025,63,0.00048312661937596193
19148708,74,0.00048182179065371796
143244854,18,0.00048175099635080104
184964515,11,0.0004812598255726384
23976386,8,0.00048110698474033433
61598133,42,0.00048020446753146284
10742132,45,0.0004798662472056906
19390810,67,0.0004796649949622624
10075442,17,0.00047891584671273
18307364,57,0.0004788370435184862
389081073,14,0.0004786774101398524
153474021,55,0.0004783026198326683
19873504,37,0.00047801555932755745
